,text,label
73,供应柴油机喷油器试验台喷油器试验台，是试验机车柴油机喷油工作状态的专用设备，它是可以试验喷油器的喷油压力，喷油雾化状态、喷油速度及喷油器针阀副密封等项目。一、喷油器试验台结构  试验台由供油部分、喷油器支架、电气控制及仪表部分等组成。    1、供油部分：由手动高压油泵、精滤器、吸油滤器、燃油箱、压力调节阀、压力表等组成。   手动高压油泵通过精滤器为喷油器供清洁用油，手动高压油泵为喷油器提供各种流量和不同压力的柴油，调整供油压力需调整手动高压油泵上的压力调节阀。    2、喷油支架：进油主柱、高压软管及喷油器放置平板等组成。    3、电气控制及仪表部分   （1）电气控制：电源开关、电接点压力表、时间继电器、信号灯等组成。   （2）仪表部分：电接点压力表、时间继电器、信号灯等组成。   可根据试验大纲要求进行密封试验。  （电路原理图见后）二、试验台主要参数1、外形尺寸：1000（L）×600（W）×1350（H）    2、总电源：AC220V  50Hz    3、手动高压油泵：压力最大值Pmax=63mpa，额定工作压力P=45mpa    4、时间继电器：AC220V   三、喷油器实验要求1、喷射压力： mpa2、压力下降范围：42mpa—39mpa（用轻柴油5—40S，用混合油18—50S）四、使用及操作1、试验准备工作（1）按用油规定在燃油箱中加入清洁的燃油或混合油（混合油比例10∶1）。（2）将调压阀顺时针旋转至扭紧。（3）装好被试喷油器。连接进口由高压油管并扭紧。（4）给总电源开关送电AC220V2、实验操作步骤（1）喷油器喷油试验：安装好喷油器，将软管接头与喷油器连接（连接要可靠）后，将压动手柄，喷射压力 mpa。（2）保压试验：开启电源，电源指示灯亮。压动高压油泵手把柄，将压力压到42mpa即可，信号灯亮，时间继电器工作。时间到后即可卸压（30S），如果压力在规定时间内下降到38.5mpa以下，时间继电器停止工作，喷油器保压不正常。3、喷油器、喷油雾化试验（1）压手动高压油泵，根据试验要求做试验，如：喷油器及雾化正常后，准备结束工作。如：喷油成线状喷油，可能是油脏或喷油器有问题拆检喷油器，并清洗针阀偶件等。（2）结束工作：转动卸在手柄（逆时针），将压力降到零。关总电源，松开加紧螺杆，取出喷油器，结束全部试验工作。五、试验后用油燃油箱加0号柴油和10号机械油的混合油，0号柴油和10号机械油比例为10∶1，加至油箱油标中部，约10升。六、安装、维护注意事项1、将试验台安放在水泥地面上垫平，不需要把脚螺钉固定。2、在试验台右侧预留有2根电源线接上AC220V电源及地线，必须可靠地接好地线，确保人身安全。3、为保证喷油器不被赃物堵塞，需定期清洗燃油箱，更换燃油清洗滤器。,智能装备
74,移动安全应用系统国信移动安全应用支撑平台，简称国信移动宝盒（MBox）平台引用了高效的Lua引用引擎技术，实现媲美原生开发效果的中间件平台，能够利用一套代码编译出来兼容Android、IOS等多种平台的客户端App，完美实现了一套代码，多种用途，从而降低了开发的成本和繁琐性。 还可根据企业需求，提供应用商店、消息推送和用户管理服务。 在移动内容安全方面，还包括了办公数据过滤筛选，文档智能转化，防截屏等安全技术。,安全
75,"TCR桌面式协作机器人TCR桌面级协作机器人自重轻、负载小0.5~1kg、臂展范围300~500mm, 更适宜桌面级机器人工作任务。 产品特性1.多彩外观可定制，人性化网页版操作系统，尽享人机协作乐趣2.超轻便机身5~6.8kg，重复定位精度±0.05mm，接口丰富，满足工业、教育等多种行业应用需求3.碰撞检测，灵敏度可调，符合GB/T33265-2016",智能装备
76,"身份认证应用服务系统身份认证应用服务系统基于数字证书认证系统,对网络中的实体身份进行统一认证,并基于认证结果和权限信息对实体访问资源进行统一控制。系统提供网络中用户身份实名认证、身份认证结果共享以及信任传递,防止网络中应用资源被非法东越权访问,保障合法用尸的可信接入并能正常开展业务。",安全
77,物流配送机器人物流配送机器人是一款针对现代化使用环境开发的智能机器人。具有自主行走，自主避障，防跌落，自主语音提示、自主充电、防跌落等功能。多载体设计，适合车站、校园、医院、物流、机场、酒店、商场等多场合、多用途使用，在降低人员劳动强度的同时，大幅度节省运营成本，提高工作效率，提升服务质量，帮助实现工作场景信息化、智能化、科技化、现代化，提供良好的服务体验。,智能装备
78,"T 系列功能型人机界面AST-056THE10尺寸 Size: 5.6″ (4:3)显示屏类型 Display type: TFT 彩色触控屏幕（LED背光）, 65536色 TFT LCD with LED Backlight ,Max. colors 16-bit背光寿命(hr) Backlight life: 20000小时 /hrs工作内存(OS) Working memory: 32M应用程序内存(AP) Program memory: 8M数据内存(Data File) Data memory : 128M 10:N/A 20:128M N/A串口Serial interface: COM1:RS232/422/485 COM2:N/A COM3:RS232（可选RS485）USB : 1主host（USB1.0),1客slave（USB2.0)以态网口 Ethernet: 1/2:N/A 4:有（10/100M ）输入电压 Input voltage : 24VDC±10%面板尺寸（宽*高,mm) Panel size(w * h, mm): 188.0*143.3开孔尺寸（宽*高,mm) Cutout dimension(A*B mm) : 175.0*132.5",工业自动化
79,新能源电池行业MES，蓝凌科技软件推广及服务,工业软件与平台
80,"IDS-3106研华IDS-3106开放式显示器系列采用超薄设计,支持640 x 480像素的6.5"" TFT LCD显示屏,其工作温度范围为0 ~ 50℃且支持选配电阻式触摸屏。该系列产品支持后部和VESA安装方式，是各种嵌入式应用的理想选择。",工业自动化
81,LRMate200iD系列机器人LRMate200iD系列机器人,智能装备
82,JT-DG8065 智能玻璃加工机JT-DG8065 智能玻璃加工机,智能装备
83,AGV自动搬运AGV自动搬运,智能装备
84,晨科渠道分销管理方案移动互联时代，企业营销不再局限于传统的直销与分销。借助晨科渠道分销系统，帮助你打通多层级分销渠道和终端零售渠道，支撑B2B、B2C、O2O等电商模式，构建电商 + 企业整体供应链、电商+财务、电商+零售、电商+传统分销系统等完整营销业态，帮助企业提升业务效率，拓展业务渠道，增强渠道连接，形成通畅的信息化体系。,安全
85,RTL8189FTV-VQ1WF-R189-SSH1是基于RealtekRTL8189FTV-VQ1-CG开发，支持2.4GHzISMIEEE802.11b/g/n标准，支持72.2Mbps高速无线网络连接。,工业自动化
86,数字收扩机主要功能兼容DTMB、DVB-C及RDS调频系统;功率10W/25W/50W可选;具有开关机广播音量淡入淡出功能;支持广播优先级控制，满足设备区域管理需求;支持远程开关机、音量及频点的修改;支持设备自动待机;支持远程软件升级;具有远程网管监控功能;(选配)支持LED大屏文字显示及馈电输出功能。(选配)具有良好的散热、防雨性能及防雷能力。,工业自动化
87,"QNO侠诺FVR9208-双WAN口企业高智能VPN防火墙QNO侠诺 FVR 9208-双WAN口企业高智能VPN防火墙路由器双WAN口 宽频多功能路由器， Intel IXP425  533MHz高效能四核心处理器，最多支持70000个连机数，32MB（256Mbit）SDRAM内存； 16MB FLASH闪存， 2个10/100M  WAN口，8个10/100M  LAN口，提供8组VLAN ！主要功能：支持100条IPSEC/10条PPTP；VPN服务器；100条VPN遂道带宽管理；负载均衡；自动添加MAC地址，无限条IP 与 MAC 绑定；多线程可以达到带宽叠加；控制联线数功能；超强远程管理功能，能让你维护起来更方便快捷；支持端口镜像,内置强大防火墙功能，能有效防止ARP病毒、蠕虫及黑客攻击；具备100条策略，具备强大的Qos带宽管理功能，能单键限制QQ、MSN、SKYPE、BT、PP点点通、QQ直播、迅雷等P2P软件；超高性价比，内置超大台湾原厂设计主板，大大增强路由器的稳定性。  超强日志功能，能记下每一个IP上网的每一个细节，全国最好的售后服务及技术支持，点对点售后服务能保证让每一位客户都能享受到真正优质服务,终生免费技术支持（推荐带机250台内）最大带机量300台以上。",安全
88,线路保护装置对外提供两路TCP/IP以太网接口和两路串口（以太网可选配第三路接口），支持IEC60870-5-103串口规约标准和iES-N103以太网规约。此外，以太网通讯还支持IEC61850标准应用。装置具备GPS脉冲对时和IRIG-B码对时，精度达到1ms。装置人机界面友好，全中文液晶显示，多指示灯配置，仿微机键盘设计，操作简单方便，易学易用。装置具备完善的历史记录保存功能，可对保护动作事项、开关量变位事项、遥控事项、装置自检事项及故障录波进行保存，且掉电不丢失，便于故障再现及事故分析。装置可连接打印机。,工业自动化
89,SAP ERP（财务、供应链管理、BI、HR系统）；MOP新零售管理平台；智慧农场－养殖管理系统；Qbest医药质量管理平台,工业软件与平台
90,"ADAM-5510KW/TCPADAM-5510EKW/TP是一款基于以太网的4槽软逻辑控制器。除了具有ADAM-5510KW 和ADAM-5510EKW的功能之外, ADAM-5510EKW/TP还提供包括Modbus/TCP Server, Modbus/TCP Client和Multiprog在内的以太网功能。因此,用户可以方便快速的完成基于以太网架构的编程。针对高级系统整合,ADAM-5510EKW/TP不仅支持经由串口Modbus/RTU 主站和从站功能，同时支持Modbus/TCP Client通过以太网端口从远程I/O获取数据，以及Modbus/TCP Server通过以太网端口向HMI/SCADA软件送回数据。此外，ADAM-5510EKW/TP还允许用户通过以太网运行Multiprog编程软件，对多个ADAM-5510EKW/TP控制器进行远程维护。",工业自动化
